"id","Content","Published Time","Formatted Date","Author Name","Author Channel ID","Author Channel URL","Author Avatar URL","Is Verified Author","Like Count","Reply Count"
"UgxbecRKL7st00q-hFl4AaABAg","Keren banget idenya! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin konten ini super kreatif!","7 hours ago","Not Available","@ErhardFriedman","UCA4hxE1NckjJEmSEgN2usMw","https://www.youtube.com/@ErhardFriedman","https://yt3.ggpht.com/ytc/AIdro_nLaihxDFVmnJ3BNrRAmxQrbA_mCKWJCT4LKngxCiB_0GgMeT12zvtvULsylDTrrmZaZg=s88-c-k-c0x00ffffff-no-rj","No"," ","Not Available"
"UgzlQ3YOnzEg-o_IAlF4AaABAg","Vlognya seru banget! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku pengen ikutan petualangan!","7 hours ago","Not Available","@JocelynWarner-i2g","UCFPuRs9knlRJWKOwcMT71qg","https://www.youtube.com/@JocelynWarner-i2g","https://yt3.ggpht.com/Rv-CChOI5Tb_w9n_um162qnRv_MoD0joaNGoSKJyrPT6umgmXrNWi67yMVY6WxVmkaj38ppZ=s88-c-k-c0x00ffffff-no-rj","No"," ","Not Available"
"UgyzU_2MP566TYiTKW94AaABAg","Review-nya bikin aku yakin! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku pengen beli sekarang!","7 hours ago","Not Available","@KoreyOuadha","UCFVkJLOLaqDpwgIWbnKY2Wg","https://www.youtube.com/@KoreyOuadha","https://yt3.ggpht.com/623MMSIJSll2a5gF1YgiBfOOv_9VIcI8ND0HnUF2R7WbicM9o_frP4kCVqdgIBkfRG8o7XcfoQ=s88-c-k-c0x00ffffff-no-rj","No"," ","Not Available"
"Ugw6vcf1NiTZpqdYDDR4AaABAg","Komedinya bikin ngakak parah! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku ketawa sampe nangis!","7 hours ago","Not Available","@CarmineRudd","UCb7lhXeuA4baMoZ1hbrcP8Q","https://www.youtube.com/@CarmineRudd","https://yt3.ggpht.com/ytc/AIdro_lI5aDxWDIVwQWn2Dun0faVxVMFYeD0rw9iq9KQ0ltN2dR9pCPWY0WuJ6rPOPQusko1-w=s88-c-k-c0x00ffffff-no-rj","No"," ","Not Available"
"Ugydh5uj3OcmK38s6xp4AaABAg","Musiknya enak di telinga! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku pengen dengerin nonstop!","7 hours ago","Not Available","@AlexandrePaulino-k2t","UCR2yqAZbbA27LLv0OHJBi5g","https://www.youtube.com/@AlexandrePaulino-k2t","https://yt3.ggpht.com/_59wXnkpu7R8sWH7MvHq-mhZq6le_BPKAx5bOerW4S9br5fS8blQlbYcUGAACHsr7kBP5AKcyw=s88-c-k-c0x00ffffff-no-rj","No"," ","Not Available"
"UgzuGxgvNW82jpMJJvh4AaABAg","Ceritanya bikin haru! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin emosinya terasa banget!","7 hours ago","Not Available","@JedCollazo","UCTga7KYiTtgALifeKuzo_CQ","https://www.youtube.com/@JedCollazo","https://yt3.ggpht.com/Eond9DMK-H5Kd1392tmQ_rB4mDozrElH2k2rtFbrhAUfIirVAytIxUYeAtfXEc71TFGt8gTRHA=s88-c-k-c0x00ffffff-no-rj","No"," ","Not Available"
"UgwnlbevOfaB2mXMk6F4AaABAg","Ceritanya inspiratif banget! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku pengen jadi lebih baik!","7 hours ago","Not Available","@JeannineMackenzie-i8b","UC0G7Ztadkxt7Hfc0TlPPPCg","https://www.youtube.com/@JeannineMackenzie-i8b","https://yt3.ggpht.com/ytc/AIdro_kjUVrqCB6UWF75gLzU932nE3hFxWgq9DnF2J5ZgTdjAIb7ONkpz4bBRKOhrX02vgoUJA=s88-c-k-c0x00ffffff-no-rj","No"," ","Not Available"
"UgwKzAfBVMzhMmWaImZ4AaABAg","Keren abis transisinya! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin video ini smooth dan enak ditonton!","7 hours ago","Not Available","@MckennaWinchester","UCNLn4Mf_s3K9v9S5M4jGkHQ","https://www.youtube.com/@MckennaWinchester","https://yt3.ggpht.com/gfjuO5GlzZdY5mfjxRUT73hdab0HReyNbpJe8_w-2ZanFTA7q64XBUhwajvVOyLWcPi-6cMBG6Q=s88-c-k-c0x00ffffff-no-rj","No"," ","Not Available"
"UgwLp5hoP_cLklBMimR4AaABAg","Inspiratif banget kontennya! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku pengen wujudin mimpi!","7 hours ago","Not Available","@AundreaAlengria","UCLjZnmqsxVbr9AQYyjs3tHA","https://www.youtube.com/@AundreaAlengria","https://yt3.ggpht.com/ggmNgQIY1bI9e0Xsz1Bdu1qCGT9Ko5HwqvXe5c7lapHmtMmlQ9DQn6iINQzFqTQXB8iTgiRiXxI=s88-c-k-c0x00ffffff-no-rj","No"," ","Not Available"
"UgxGHKgOXnAi2GxBcRR4AaABAg","Komedinya bikin ngakak! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku lupa sama stress!","7 hours ago","Not Available","@TulinMaddox","UCgeGKmFOpx_2WCq7gz5wVpw","https://www.youtube.com/@TulinMaddox","https://yt3.ggpht.com/fVxePCr9AOVs5Z_60cSXIdZY0rS3IezHdBW9W5N0arh7_9CfC4mR7xnq1jN11toH2pkrbl1k=s88-c-k-c0x00ffffff-no-rj","No"," ","Not Available"
"Ugw4rKMGvt-ItVfy5zt4AaABAg","Kontennya bikin ketagihan! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku nunggu episode berikutnya!","7 hours ago","Not Available","@LilianaLunsford-w7z","UCO5hSGL8vMt51THG-LcFxkw","https://www.youtube.com/@LilianaLunsford-w7z","https://yt3.ggpht.com/ytc/AIdro_m0TWGDJ1pPXYKd1OWZSHyNjjQEhHTuPiVpVP_rKDXXx93mplIIvtbIMrbtzIhsrc4YVA=s88-c-k-c0x00ffffff-no-rj","No"," ","Not Available"
"UgyKwc_pcBhcbX7upmB4AaABAg","Kontennya selalu bikin happy! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin hari ini lebih asik!","7 hours ago","Not Available","@BrionOden","UCP6TfmazrrSt0ejV4A4-aaw","https://www.youtube.com/@BrionOden","https://yt3.ggpht.com/kEjS4-iNgZ8YqpdvVFzcRHdzpnqFowFUuqO2O75X6Hwf5Z16DH0teNiCZu-VdrjfX1xPnzMrKw=s88-c-k-c0x00ffffff-no-rj","No"," ","Not Available"
"Ugxf7Cs-PR9Ugy35QiR4AaABAg","Vlognya bikin pengen jalan-jalan! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin tempatnya kelihatan keren!","7 hours ago","Not Available","@PersisGamboa","UC_hhSBeO8SOQBYoV7Hqh4_Q","https://www.youtube.com/@PersisGamboa","https://yt3.ggpht.com/ZnB_GUL0OfzKt7QvmEpGMVoypAPX9X3dR0zI3ebiwKOzHdQ4ZpyWbtEi15xjSZcYBv4Cu7sF=s88-c-k-c0x00ffffff-no-rj","No"," ","Not Available"
"UgxKcrNaJjxdVrOmtkB4AaABAg","Editingnya mulus banget! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin video ini kelihatan profesional!","7 hours ago","Not Available","@MckennaWinchester","UCNLn4Mf_s3K9v9S5M4jGkHQ","https://www.youtube.com/@MckennaWinchester","https://yt3.ggpht.com/gfjuO5GlzZdY5mfjxRUT73hdab0HReyNbpJe8_w-2ZanFTA7q64XBUhwajvVOyLWcPi-6cMBG6Q=s88-c-k-c0x00ffffff-no-rj","No"," ","Not Available"
"UgwYDEWoP_IDiSoBfv94AaABAg","Gameplay-nya seru abis! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku pengen ikutan main!","7 hours ago","Not Available","@BettsVarner","UCyB33Rz2PDVtpOvVCXN34ag","https://www.youtube.com/@BettsVarner","https://yt3.ggpht.com/Sz22fnUtu3W2t2ZZJ8dDYbBElbIGveGlC7QWz73cCY50QD-ObNOvHCwyWSrKxvsU0cWE1diRzw=s88-c-k-c0x00ffffff-no-rj","No"," ","Not Available"
"Free Version is limited to 25 rows, upgrade to see the 31 other rows","","","","","","","","","",""
