comment_id,author,comment_text,label
UgyV8-_jJJVL-3QhI6Z4AaABAg,@rizkiRamdan-h9d,"Ada cewe itu sikat lah wkwk, 😂😂",0
UgwhP30LDf2VkBn09Zp4AaABAg,@MarkouTSx,"𝐴 𝘌 𝙍 O 𝟪 𝟴 gachor bener, tiap maen pasti aja jepey, bikin nagih",1
UgxbA5iO_Fv_KNOmQbp4AaABAg,@indrakurniawan6757,Opak gening sugan teh nya we supa,0
UgySB60d9JVTL4rAIFF4AaABAg,@luffirodriguez1501,Tumben musik na panjang,0
UgzqC0sfoeCOuVkAIsh4AaABAg,@veronicakristiani3129,"Setelah pulang pacarnya tanya, siapa yank tadi?",0
UgwGaSbFkKW8vcdj_lx4AaABAg,@tejowae-o6x,"kepting pling enk daging nyoo,klo kulit gk enk kurang suka",0
UgyvYvcTJDcwMDWc63Z4AaABAg,@Kie__aja,cabe nya coba ganti sosis mang dede pasti enak,0
UgzGLsgW6lQ_KpvEXih4AaABAg,@febrinugroho486,Turut jalan Yesus Kristus Tahun keluarga memberkati turut jalan Yesus Kristus Tahun,0
UgzHm5u9sQ6tznyuv-V4AaABAg,@fadolken687,Tinggal tiduran aja aman 😅,0
UgzDAgOcXrT9nUOSllx4AaABAg,@imrina5726,😂😂😂😂😂😂,0
UgzmOdrA1M59v5lq84F4AaABAg,@barcelona3891,Pasti banjir😢,0
Ugy8E69qvRCM7eQkdDJ4AaABAg,@solehaleha711,"Langsung normal itu, dikasi wedang jahe.😂",0
UgxywRAeaDiocU44Abd4AaABAg,@IrGMk,"sering nontonin konten makan2mu kang, saya dulu BB nya 50kg dan sekarang 63kg😂",0
UgxQGu_YbM4JTWmhVs14AaABAg,@EgaPriyansia,Mantap aa sandalnyo gurih kriuk,0
UgyVCR1vqe8gi6xLqL14AaABAg,@dgaming6140,Mau nonton mukbang nya besok yahh guys skip ajh,0
UgxRjutakkJ5oe7HUiR4AaABAg,@jaminapa7152,Kang dede pantes kang jadi gubernur😊,0
UgxblPSyUaLMg7KG6oJ4AaABAg,@FailRahman,Si beg..😂,0
Ugz0rl8Szp8aLO-w1Pd4AaABAg,@ipihyulyanah377,Ya Allah baru kali ini liat a irfan hakim cekikikan sabari ngomong kasar pakae bahasa sunda 😂😂😂 Emang asal nyemplos bae a dede nyariosna pi kaguguen 🤣🤣🤣,0
UgyauAlDvQsVrlBnzB94AaABAg,@Zerxx77,Buled,0
UgyFV9RiUOB4l-VyoiB4AaABAg,@leeinsthingyating9279,Edaaan kabeh 😂😂😂😂😂,0
Ugx7Yg417G9xRJLCmFl4AaABAg,@boschach.2367,"No. 3 salting
Gw senyum
Anjir lah 😂",0
UgzKisRoTzpvT2bk3q14AaABAg,@fiilistiach2020,"21:25 jujur gw orang jawa bagian pesisir Utara, emang pantai di utara indah tapi lebih indah pantai di pesisir Selatan njirr",0
Ugx3wifDoNrIyUp0xah4AaABAg,@kentarok2,#tidak ditiru Untuk org kaya😂,0
UgzzNb9rLW2x-zylVBp4AaABAg,@Gembolisme,Sesama buaya harus saling melindungi 😊,0
UgxVLw-wDlNmcvkMcfh4AaABAg,@yandipurnama2438,Assa aweu boboko jeng langseng ah,0
Ugzm6OeSF5spypGjLfl4AaABAg,@DucLy-h3r,"Kreatif banget oh inikah rasa Manis yang saya impi impikan ternyata ada di,🀄ℙℝ𝕆𝔹𝔼𝕋855🀄",1
Ugx7RI-N9M70gudT4bZ4AaABAg,@mojangbandung6769,"Meni waas ningali lembur enya, kang inoen mirip wiro sableng ange acuk eta mah😅",0
UgzA8KHftRSUTC4C-8Z4AaABAg,@YumnaOji,"Seperti biasa, double standard!",0
Ugz6Tygy8U7wgTtMxsZ4AaABAg,@Praw-m9t,"Masya Allah Eca genitnya gk ketulungan
Nggemesin dan ngangenin tahu ❤❤❤",0
UgyGbhcJR8utJ1KX7fh4AaABAg,@ChristopherDaniel-q5u,Ubur ubur ikan lele 𝐏𝟎𝐊𝐄𝐑𝐁𝟎𝐋𝐀 cuan terus lee,1
UgydsUDhaZktnaUI9Jx4AaABAg,@FarahDina-mv4jm,Hadir,0
Ugxn4V5-2qn86O3mRAV4AaABAg,@MariaDismayanti,langsung kenalan gampang,0
UgweIfj0i7FnyE4oOT14AaABAg,@AlfanKurnia-i2w,Eeeeeeeh elu broooo.. 😂😂😂😂,0
UgxFoLpfNw4pwBn308J4AaABAg,@martinusprasetio2341,Hadir kang sebelum rame,0
UgygsFdSb46Cb9vzca54AaABAg,@ZeeVlay385,URUT ROROMBEHEN,0
Ugzxx-VgFUQWF7FUXBR4AaABAg,@RaniLoniya,01:12 Pokonya rekomendasi buat yg suka aja kalo main mending di GA RU DA HO KI broo,1
Ugwzk2avel1JNwn-apt4AaABAg,@OihanaOlaru,"Tutorialnya jelas banget! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku langsung pengen coba, thanks tipsnya!",1
UgzbQWpG5D5uqEFIBLB4AaABAg,@ropicrewsakan2263,"Sok""an minum alkohol muntah masih kangkung juga",0
Ugxb8cHcooET6mDedFt4AaABAg,@Ngọc_Hoàng_Đức,"Tidak ada dua nya Gacornya BO 📌 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 📌 ini bro, WD berapa aja di bayar sampai tuntas bro, mending gasss kan dah.",1
UgyAj0OY01XlVfl7Jbx4AaABAg,@muhammadromlan-o1z,Colab cari ikan liar seru… kang,0
UgzR4i2pxL787Mb-M4R4AaABAg,@tailusilusi2206,Gila ini 𝗣 𝗨 𝗟 𝗔 𝗨 𝗪 𝗜 𝗡 beneran legit 😭,1
Ugx6l1XbnKPQCMiMmdF4AaABAg,@RebeccaHanna-w5f,proses nya cpt bgt gile alexis17,1
Ugy4Fgx2I-4Fi4LW_jF4AaABAg,@MRikoNugraha,Mantap dudulek na😂😂😂😂,0
Ugy9rnfVrSctdYb6dO14AaABAg,@UtokSF,Mantep bang de😄👍👍👍,0
Ugz_NtJrYvrcmoZRBPh4AaABAg,@lucasjho_xi_kusuma,"maaf maaf kok pada kaya tante2 ya. mami ku umur 42 malah kaya anak muda. sampai cece ku jalan sama mami dan papa malah minder,, cece ku umur 25 tapi masih kaya bocah cuma umur nya saja dewasa. kemana2 masih bawa suster dan sopir, bahkan ketemu pacar nya saja sosok sopir dan suster ngintil.",0
UgyX_11TivzlKZuT1dZ4AaABAg,@AkutAkmalUut,Judul film,0
UgyVOrI2FjsnzOJWpIJ4AaABAg,@lin4107,🤣🤣🤣🤣🤢🤢🤢,0
UgwioMIeg2GCnV5X8gN4AaABAg,@Muhammad.885,13:24 SUARA KENIKMATAN COKK😂,0
UgzN5WRRrSb_R8CMzM54AaABAg,@SyahibatulAzizi,"film❌
vilm✅",0
UgwYo_1ST2xtHKNDK5F4AaABAg,@REZACREATORLIVE,"SUKSES SELALU YOUTUBE
DEDE INOEN",0
UgwMjWYNip0V3GMyeed4AaABAg,@5uk4s4ma-pawpaw4d,"kang Dede Inoen tuh orangnya lucu natural, gak dibuat-buat 😄",0
UgyhyH3KrFmwGopgAh54AaABAg,@potongrambut-h2x,2009 kata Tante tante,0
Ugy3mAmgKo_AIy7McVF4AaABAg,@andiishakmaulana8345,"Telat dikit aja, abis",0
Ugzd_VP9rCEpoLTvkRt4AaABAg,@coky1729,Bikin ngiler aja bang inoen,0
UgyH6HyS8pBcjkzCtxF4AaABAg,@rickysgm,Hampura pa Mentri 😂😂😂,0
UgzfrFB_Is8SZicRK8F4AaABAg,@taufiq9282,Mau tanya itu bekicot haram apa halal?,0
Ugy_KOYg1Z9M5hRgjtt4AaABAg,@DaengGuruEnglish,Bro code mode on...,0
UgwBgV5JaPffT9GbAY14AaABAg,@Kainatj2632,"P͟U͟L͟A͟U͟W͟I͟N kayaknya bukan nama tempat, tapi vibe-nya kayak dunia lain 😭",1
UgzeJDXveGU5XKeQEH94AaABAg,@KamaliahAmstrong-g4e,"Jakpot besar tiap kali main di 𝐴𝙀𝙍𝐎𝟪𝟾,bikin makin semangat!",1
UgzLhMZTtfOLHlHHMgh4AaABAg,@itsZayCh,Abis podcast ini banyak yg penasaran juga ga rasanya ayam gepuk pak gembus? 😂,0
UgzDhbA9c8Ye_49l6U54AaABAg,@didinkomarudin6496,Jamur opak Mun dikuninganmh kang dede😂,0
UgyszCqkB4d5ddbFht14AaABAg,@Blackwhitee-u1y,kang dede kok risky art uda nggak ngonten lagu😢,0
Ugy2WRjOjNyty9ZjkJB4AaABAg,@IrsadDira-dz2gy,Seru jadi bahan ceu popon 😂,0
UgxAX8wWLR9_6pJA1Q54AaABAg,@andrianroisputra48,Ngilerr cokkk😋😋😄,0
Ugy-_zwoanWtNmUkfE14AaABAg,@Tradeaboutgag,kasian anj kalo kurus kyk skeleton,0
UgyggZwFhYm1wLdSaCF4AaABAg,@Bapak_mu.,2 manusia puncak rantai makanan,0
UgxNj_ENZsz1yPhD6GV4AaABAg,@zaow824,Makin kg jelas konten lama di up lgi,0
Ugyvx2YrRHDa6CMqLdt4AaABAg,@MUHAMMADRAHIM94,Ini bikinnya sebelum ramadhan kan bg?,0
Ugzm2ra5gbJ0-7iZuGJ4AaABAg,@putrapaskah-q5p,"sekedar mengingatkan benci ga baik , ingat dosa dan akhirat",0
UgyPe3WyoFRuf1zuJDN4AaABAg,@dadanramdani7585,Teteh nya mirip kanaya,0
Ugz9MqJhT6OdHOs_E094AaABAg,@ridoginanjar13,Teu mungkin ah. Meuli lauk nage😂,0
UgyhWz2V0DwUPaDmAcl4AaABAg,@yarenalacakaya35135,"Semangat Bosqu , Terbaik ⭐ma𝘯dalika77",1
UgyOR_4KWoyBqIPuRjZ4AaABAg,@theghuzty,Si Desta kena ulti Mulu 😅,0
Ugy7MGLpztLtJdOvtQB4AaABAg,@Akbar2233Zahra,BG filim apa namanya,0
UgyBOrm_93bwFqbicmd4AaABAg,@dimasprasetyo-qj3ts,Hadir,0
UgyPMhMLZ8qOSwU4kud4AaABAg,@azmishahbudin9265,nama film nya apa,0
UgwZb1Xwzm6PL_eRGM14AaABAg,@musikkuchanel123,Takut istri yg jelas. Wkwk,0
UgyKRb_B3h7k-jA5QIh4AaABAg,@hendarprihatin9298,Hadir bang dede ada aja ide ya dah ahhh si tangan dewa,0
UgyzsfKBDdtmvwUhJAp4AaABAg,@herisetiadi6896,Ahahahahaha,0
UgxNU7xB9Dzgh8gXre54AaABAg,@AK47Mastery,serang iklan judol mana nih kuluk kuluk 2,0
UgxYrMuJztrYGa7fagN4AaABAg,@AbdulRohman-oj3hm,"Bang yang belakang dikasih jga bang..
Klo ga dikasih nanti dilepasin loh selen nya😂",0
UgyLY7cseiHG-6NlU2t4AaABAg,@marzon1239,Pak haji bolot sedih lihat candaan ini😢,0
UgzafMD4tbQQpb0Y-754AaABAg,@arifginanjars840,"14:44 kunaoun eta Panji jol Hitut
karunya bujurna tunduheun A hehe",0
UgxQN9yzcLOEq9700mt4AaABAg,@laukdilawik,Ada jejak langkah yang salah itu,0
Ugx5Zxu7bz_VuTIHFfp4AaABAg,@pasaniraj570,Jangan bermain seperti itu dengan ular kobra raja. Hidup sangat berharga ....dengan ❣️Dari 🇳🇵,0
Ugx1LcgcqRlfojDTf_h4AaABAg,@YongkiMobile-q5m,Jajal ah teman gw brang x di kasih,0
UgxO-3oGAA5jr_q1OzB4AaABAg,@barnitozMyska-f5u,"Jika Anda mencari perspektif baru, 𝑴𝑨𝑪𝑨𝑼𝟑𝟐𝟖 layak dipertimbangkan.",1
UgwojuoSqUyGw-F4bNV4AaABAg,@heryn6554,ayooo balik lg destaaa 😍😍,0
Ugxu2JLcnA_jVLd5Qv14AaABAg,@charlenekurniadi,terbaek lah ★𝐆𝑨𝑪𝑯𝑨𝟏𝟔𝟖★,1
Ugyv8kelB60h2lZuXb14AaABAg,@kenpachizaraki6314,"Ko lama"" ngeri desta baper ya di ledekin eca mulu",0
UgzMpeXYqaOmQrNgHwx4AaABAg,@miftachulhuda3662,Jos jiss😂,0
UgxlsrH7SgP_dYbTZBt4AaABAg,@MoniqueParker-f4p,"Duduk santai, klik spin, saldo nambah jutaan di BERKAH99",1
Ugw0Sdz86SbsfWlabqZ4AaABAg,@LMAO_KEKW,"Gk koleksi ular berbisa dari Papua kang? Kyk taipan, death adder, ikaheka?",0
UgwIjLCBff0mVjfo6-54AaABAg,@nyonyawijaya02,Penerus kang Suroso..,0
UgyBeN4SeZyDtoMOXk94AaABAg,@suresha6217,"lagi scroll random, eh nyangkut di PULAUWIN",1
Ugyr86seSyYJb6CQE5h4AaABAg,@GedeOkta-i1k,Kepiting nya gk gerak kang dede 😅😅😅😅😅,0
Ugxozvta7XdHF1FoApZ4AaABAg,@hhutauruk7857,Saya kaget karena mereka terlihat lebih Tua,0
Ugww-veisWZLafPKjEN4AaABAg,@stenlytambengistenly5363,Net tv sudah bangkrut hhhhhhh,0
Ugx9Be1H9OKbO7Ipt6R4AaABAg,@xiiepenjahatromentik6702,"Malaysia hadir 😅
Tetap semangat bang",0
Ugz4GstmF9WKjDG7vvd4AaABAg,@kangAdingurek,Kang oray NU teu Aya peurah naon wae?,0
UgzFQCCv5geTJ2tkj_t4AaABAg,@ssrvinnn1703,pertama brooo,0
Ugx4NTBdaUVGGbBWXRh4AaABAg,@DeloachDeion-m2c,"Salut bang keren kontennya , salam Jepe DI ⭐𝙎𝙂𝙄88",1
UgxC0io_ftQczABTbBt4AaABAg,@Indiant5,Gua pernah maenin mahjong-Garuda Ho ki 42juta gua jepe😎,1
UgwSRSksoNOo-aq73xZ4AaABAg,@endricxlucky,mantapnyoo,0
UgwSHv3wM-Y83EHIoTt4AaABAg,@refsadventurer9132,Katel legend menghilang a dede:(,0
Ugz99pvb-nWYx2y68f54AaABAg,@UmmiyahAdlan1998,Kayak gue bangetttttt😅,0
Ugzlx6hHAq5hWXgoU7F4AaABAg,@riskin2p,fosil tawes mang😂,0
UgwZHEa8-45HbcWCT6h4AaABAg,@mariafrilianti3200,Ditempatku Tuna sangat banyak..sampai bosan makannya,0
UgzVAECHLJdJZTKmyAx4AaABAg,@nandijoker,Baru 20thn udah kyak umur2 30thn 🙈,0
Ugzgx9TJ2YuR6VCoG6d4AaABAg,@LeaderEngineering-c3q,bosen,0
Ugy30lEPY4CifdbnHup4AaABAg,@jalloe5018,spikulasi agar TDK di marahi doi masing2,0
UgxPqxoWhqCS_sgQkcl4AaABAg,@FeriRamansyah,"""Puas main di 𝐃𝐨𝐥𝐚𝟒𝐃 transaksi cepet dan nggak ribet! 👍""",1
UgwA9CZg5TrYA05w7bd4AaABAg,@herytutorial718,"link b3 emang rada ampas bas, q tadi  pake karina b3 lawan musuh pake ling b3 di bantai karina😂😂😂",0
UgyeG4cQqHzX-uQNTml4AaABAg,@İlkayLağarlı,"Cuma mau kasi masukan aja Bang, aku sering main di jptogel77 dan main disini sportif g selalu Rungkad bahkan sering dikasi 𝗆𝖾𝗇𝖺𝗇𝗀",1
Ugz_a8FqqndP5QxboV54AaABAg,@andrinoegs4653,Enak klo tinggal dijajakarta bisakerja apa rajawali adaketerbatasan kyk gini😭😭😭,0
Ugx4fpez_1iNJIww_5h4AaABAg,@ripndip25,13:23 ada bunyi bangkong ges,0
Ugy6gy7CPFZ0GqNScxd4AaABAg,@latagupta4005,"Temon: senyum. Gue: ngakak. 🖤𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗🖤: masukin duitnya, bang 😎",1
UgzmRKbXMyQW6gtFkCp4AaABAg,@aminhamzah13,a kolab lah jeung gordon ramsay,0
UgwWy5ayU_nFsRZ2hfh4AaABAg,@muhamadandriagustian,Ko gaada suaranya,0
UgzePAnzu7tQ4Z_CLjB4AaABAg,@asepzaenal4174,Teu puasa,0
UgyIdxUg9oOf5b8ZAK54AaABAg,@SiRy_YT,"Eta mah di pelak a. Hha😂
Bebeja heula teu",0
UgxdIQHvxfDqDSSUCB14AaABAg,@adipatitan,Anak sekarang umur muda muka tua kenapa ya? Padahal di korea biasa biasa saja,0
UgyeFpH3VQc_ViIeKyt4AaABAg,@RobertLewis-q4r,pengen daftar ⭐ A L E X I S 1 7 ⭐,1
UgxQXrnbBWALlOGAJhN4AaABAg,@megalanggengdpmgl6278,"Eca... cantiknya nggemesin,hujatnya pinter buat desta",0
Ugx-TY-UfwwPKb_t1TR4AaABAg,@sukafoodball,😅😅😅,0
UgyXSVrkI_zE0kIf5vJ4AaABAg,@fatoniazika2138,Yg pertama mantan gua itu bg😂,0
UgwgtRTJp5VBBvBXP3V4AaABAg,@panjibagus8548,"Katanya jangan halus² bumbunya 
Malah di blender 😑",0
Ugy6scxD1IPpl4i8rEZ4AaABAg,@MsMs-u6k6t,Reaksi desta lucu😊,0
UgxzT4bhWYPF3PCCeV54AaABAg,@KartikBharat,"ＰＵＬＡＵＷＩＮ kok kayak ada di mana-mana ya, meresap banget.",1
Ugz3fYdwm4D0DbfeMVR4AaABAg,@kaptenmelinjow90,Karena film,0
Ugx-bFzfW-kOQYuUCTt4AaABAg,@CAZIvlogger,Benar sekali itu yang aku rasakan 𝗦𝗚𝗜𝟴𝟴🔥 mantep dehh,1
UgxoHxnP343fJURtm814AaABAg,@Neafeas5,"💰 Tiap kali nonton ni chanel, GA 𝐑𝐔𝐃a 𝐇𝐎 KI 👀☀️ malah ngasih scatter dadakan 😅 Gila sih! langsung dikasih 47jt padahal cuma depo 50k🫣",1
UgwTZM33Ygux94pKvn14AaABAg,@Mohammed7fg,"06:07 Ada mural keren di tembok kampus, tulisannya ✧𝘽𝙀𝙍𝙆𝘼𝙃99 ✧.",1
Ugyzwr9OtvWptJg7vz54AaABAg,@bajubaru8182,Bener eung ciga wiro sableng,0
UgwaQvi4ShXbmVzjhj94AaABAg,@rezaxpen8592,"Sepertinya langkah ke 8 salah,,harusnya kaki kanan",0
UgwABVVPVgst7GRWfDR4AaABAg,@IsmaelAdam-m3z,"Main di A𝑋L𝟽𝟩𝟳-seru banget, langsung dapat rezeki nggak terduga!",1
UgzOwDfo8MEniC8qByV4AaABAg,@yusufridwan4553,Bang dede coba collab bang ama sang alas terus nginep di rumah perahunya bang plissssssss,0
UgzwU2DHwmVwdDJlBKN4AaABAg,@caplangcaplin,"a dede, saya sekeluarga fans berat dari bekasi.. banyak2in konten bareng suku pokek ya 😂😂",0
UgzSzrAynJ30GAeaCyV4AaABAg,@suhaeriheri4876,Itu sekilas cerita papah sama mamah bertemu,0
UgybMD5O2CsW5TliaFp4AaABAg,@pampam-634,Eca entotable bgtt 😋,0
UgxAYMGvnM5EopH2f9R4AaABAg,@vatrick27,pada nurut anjir😂,0
Ugxcm525QZcP7C6CfKV4AaABAg,@AliMurtaza-v8r,"Wah gila sih, ❤TON4D❤! Menang dadakan, pengalaman mulus, lengkap banget. Coba now! 🚀",1
UgzpzPi34iBDQoZUGmx4AaABAg,@RizkyTitanic75,Yg no 1 jomblo melihat ini meronta  ronta😂,0
UgxNeI213ZGxLw1m8I54AaABAg,@iyantaryana5834,"Cina ngomong kehed, wahahaha 😂😂😂",0
UgyjwA55rdOvHvLflLx4AaABAg,@TylerWilliams-j9k,"Mau beli kopi, kasirnya malah nyaranin BERKAH99, gila gak tuh?",1
UgwAxxugZvKrO7Gaty94AaABAg,@wiyono6192,Harumnyo,0
Ugx0q3FcfwqiP6fQYbl4AaABAg,@paponkcrush,member timpa post lu ya min,0
Ugx1z79v-VODl_-ozh14AaABAg,@agussalimchannel3975,Ciseeng parung hadir a mantaaaap nyooooh,0
UgwBiHP0k-MVwrsPqyF4AaABAg,@mrizafahmichaniago6978,"Ntah apa caption nya, masih bocil jugaaa",0
Ugx7TmdAu6cerFfPnC94AaABAg,@DaiTrangrrkdb2_133,Banyak yang balik main lagi 🍬🐑 A͎R͎W͎A͎N͎A͎G͎A͎M͎I͎N͎G͎ 💞🌷,1
UgzmFkKJd7zy9CxIafR4AaABAg,@NopriAlexander-k5z,Tutut yooo🎉🎉🎉🎉,0
UgyyHzotB8EpcnT4rnp4AaABAg,@YTTA-h1z,Sosmed KK yg mabok ada yg tau ga?,0
UgyEn27JbT0-H-TQs2N4AaABAg,@irfanabdulHafid,Blum pati😂,0
UgwqnQS2xNWlTfuJi414AaABAg,@iamdoanggg3951,Sikat Jef masih mengkel tuh awokawokawok,0
UgzEeNqASl47gvOa-eZ4AaABAg,@SusanYu-f7t,alexis17 SUPERRRRRR bosku gac0r melayang,1
Ugze5onqyk2qDwAe8vR4AaABAg,@putuharikrniawan7981,Kek di Ramayana deh 😀😀🤭,0
UgxKsDv062DmDgOn1bl4AaABAg,@tonyk-w2b,Aya nu poho nunda teu mang🤣,0
UgyUJeCL-iFi9icI4lR4AaABAg,@handiprasetyo3155,Satu frekuensi,0
UgyPv-A24UYfJE2LVh94AaABAg,@DurgeshDurgeshkhairwar,Saatnya kamu jadi yang paling beruntung 🎅🎄 🄰🅁🅆🄰🄽🄰🄶🄰🄼🄸🄽🄶 ㊙️🥢,1
UgyNIgF81XAvc2UIX3F4AaABAg,@MaqboolMaqbool-bf4hy,gak ada yang bisa ngalahin vibe-nyaP͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?,1
Ugy0ZvNpvA-I84_0UjV4AaABAg,@nuriaqila2,Kegosongan wkwkk😂😂,0
Ugyn-ScLZcoE-V4kH8F4AaABAg,@LukmanVidianto-d5y,A di tempat urang aya kulah lele terbengkalai nang sokdi parodolan wae ku wargi sok a bedahkeun langsung goreng we,0
UgzyjND_G4rPAKZW52x4AaABAg,@S.super_FF,Saya gak pernah bosen main di Ｐｕｌａｕ７７７,1
UgytiroCgTOPJd_Y5tF4AaABAg,@karladjeni,Ngakak bgt mba2nya sampe bengong,0
Ugx_IVMyrwZbx9qEUlp4AaABAg,@sopianrobandi1101,dosa ga kalo ketawa?,0
Ugywzbdsg68-P2pmczd4AaABAg,@Nurul_k,🤣🤣🤣,0
UgyFqzOvsMBPwxBvD6Z4AaABAg,@berliankaryamandiri,= Beg,0
Ugymt4taVJSoTNjSTxp4AaABAg,@Dwi342,wew,0
UgxkhyL_rUsCw3cwgRR4AaABAg,@rizkyrenevo,Hhh aku banget tuh 🤣👍ini baru namanya teman🤣asikk,0
UgxZxUF_f1Xnw3QXAGZ4AaABAg,@Sonèta-m2s,Muak banget lihat konten macam ini,0
Ugy-LPcrvSK1_uT2RxJ4AaABAg,@kangmolut,"Mudah""an sehat selalu kang dede inoen 🙏",0
Ugy7kt2vsHIuprMpu0R4AaABAg,@muhamadnurfitriyadi3251,😁😁😁,0
Ugy556bBkXhcxJUR9Cx4AaABAg,@MelissaMeyer-l1c,"Berkah rezeki hari ini berkat BERKAH99 , puji syukur!",1
Ugy6P1o-iSUH-tCx_Bh4AaABAg,@gopinathmali7969,"Keluarga gue aja yang gaptek, tiba-tiba ngomongin P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟.",1
UgwFBMnHqaWUqNFV9cl4AaABAg,@Mang_Ebob,Kot ka patembal tembal kitu eta bekok!😂😂,0
UgwDIG4VUCVL6ztgGrB4AaABAg,@AskaJidan-p6y,Salah tongkrongan jir 2009,0
UgzkJbqfWWNn8aNQb9B4AaABAg,@YazidALAIŃN,"Jika Anda menghargai dukungan pelanggan, 𝐀𝐄𝑅𝙊𝟴8 mungkin pilihan yang baik.",1
Ugz0sFyKQcZbBZLVIiV4AaABAg,@jonathonbaileyhallieburnha-v3i,"Kemenangan ini bukan cuma hoki, tapi juga insting. 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓  terbaik",1
UgxWLFlDXOfkR2qHqSx4AaABAg,@atepasgar952,Orang kayak gini cara ngadepinnya gampang. Lempar mukanya pake sepatu,0
UgyviNrT7tV1YWjxPdp4AaABAg,@vivoid4697,Cewe tabrut gak ada yang tahan,0
UgyT_IVLOWWahmQEfVZ4AaABAg,@WilllDaann,Keliatan bet setingany,0
UgyfgdkcMeRxyCwkY2J4AaABAg,@suryadisamudra8097,"Dan ini juga alasan kenapa sepak bola Indonesia itu nggak bakal bisa maju, karena pemain Indonesia kurang bisa menggunakan otak mereka",0
Ugz6_D43ikuZ0DnJLs14AaABAg,@Sair-b6c5f,Jadi ada ide buat cowok cowok genit😂,0
Ugxu3p5-9EmbFv9mhvJ4AaABAg,@saepulrohmat4821,Sanguan..,0
UgyDen4X4YlwqIRXgWp4AaABAg,@arjunawijaya6438,Kenapa lidah nya harus d gigit gt,0
Ugw3g-7pr_ltfDbpakF4AaABAg,@yosephhendra2082,Jangan lupa jempolx ya eca n rigen..yabg mulia desta mantul kocakx juga😂,0
UgzrEzRT32xzslVLujV4AaABAg,@FarizdObito,"A𝙂𝘜𝐒𝘛𝐎𝙏О cuma coba sekali, lngsg hoki melulu",1
Ugw9vH3SU6rKfexCCpJ4AaABAg,@nunuynunuy5296,bikin konten di Purwakarta a dede,0
UgwscB2DqCHXY75IS3V4AaABAg,@babyl6396,Acara ga bermutu,0
UgwLUgXo0ci_nSTptxF4AaABAg,@zakioxz1208,Zahra adisty makin cantik pake hijab 😍😍,0
UgwjpSXiDR3ddNxmAkd4AaABAg,@gamalbudiman2611,cantik sih tapi mirip codebluu muka nya,0
UgwZMfQbwW8S3RzNqdl4AaABAg,@santanachannel9690,Bukan kah itu beracun ???,0
UgzGu1oHq5TRa2s86cJ4AaABAg,@feryfey4541,Njir aya raksasa masak 😂😂😂😂,0
UgzV54Mh5U6MlYY3RO54AaABAg,@evaaprilianti9220,"Ngenah tapi elel""an 😭😭",0
